"Datum"	"Positief getest werkelijk"	"Opgenomen (geweest) in ziekenhuis"	"Overleden"	"Opgenomen (geweest) op IC"	"Op dit moment op IC"
2020-02-27	0	61	0	13975	13
2020-02-28	0	126	0	15050	14
2020-02-29	0	191	0	16125	15
2020-03-01	0	263	0	18275	17
2020-03-02	0	346	0	18275	16
2020-03-03	0	436	0	20425	18
2020-03-04	0	538	0	23650	21
2020-03-05	0	649	0	25800	21
2020-03-06	0	778	0	30100	24
2020-03-07	0	915	0	33325	26
2020-03-08	0	1071	0	38700	32
2020-03-09	0	1252	0	46225	37
2020-03-10	0	1456	0	56975	45
2020-03-11	0	1696	0	66650	52
2020-03-12	0	1979	0	91375	72
2020-03-13	0	2331	0	105350	82
2020-03-14	0	2722	0	127925	101
2020-03-15	0	3161	0	158025	123
2020-03-16	0	3733	0	193500	153
2020-03-17	0	4389	0	231125	182
2020-03-18	0	5173	0	291325	233
2020-03-19	0	6166	0	363350	293
2020-03-20	0	7331	0	453650	365
2020-03-21	0	8576	0	542875	435
2020-03-22	0	9922	0	623500	486
2020-03-23	0	11596	0	729925	575
2020-03-24	0	13522	0	849250	654
2020-03-25	0	15665	0	979325	754
2020-03-26	0	18006	0	1100800	840
2020-03-27	0	20606	0	1226575	923
2020-03-28	0	23145	0	1338375	987
2020-03-29	0	25637	0	1437275	1038
2020-03-30	0	28275	0	1575950	1122
2020-03-31	0	30841	0	1695275	1187
2020-04-01	0	33309	0	1778050	1205
2020-04-02	0	35755	0	1883400	1250
2020-04-03	0	38207	0	1966175	1277
2020-04-04	0	40448	0	2037125	1282
2020-04-05	0	42639	0	2118825	1306
2020-04-06	0	44950	0	2184400	1313
2020-04-07	0	47121	0	2248900	1315
2020-04-08	0	49152	0	2311250	1286
2020-04-09	0	51008	0	2367150	1283
2020-04-10	0	52775	0	2420900	1290
2020-04-11	0	54355	0	2453150	1260
2020-04-12	0	55879	0	2489700	1241
2020-04-13	0	57394	0	2538075	1225
2020-04-14	0	58923	0	2578925	1203
2020-04-15	0	60366	0	2605800	1178
2020-04-16	0	61698	0	2638050	1144
2020-04-17	0	62988	0	2666000	1113
2020-04-18	0	64138	0	2686425	1068
2020-04-19	0	65260	0	2707925	1037
2020-04-20	0	66421	0	2736950	1016
2020-04-21	0	67536	0	2761675	981
2020-04-22	0	68571	0	2777800	923
2020-04-23	0	69565	0	2795000	882
2020-04-24	0	70503	0	2815425	864
2020-04-25	0	71312	0	2830475	833
2020-04-26	0	72091	0	2844450	806
2020-04-27	0	72854	0	2859500	785
2020-04-28	0	73633	0	2875625	764
2020-04-29	0	74354	0	2888525	736
2020-04-30	0	75051	0	2907875	712
2020-05-01	0	75694	0	2917550	678
2020-05-02	0	76254	0	2927225	639
2020-05-03	0	76798	0	2939050	626
2020-05-04	0	77390	0	2951950	615
2020-05-05	0	77915	0	2955175	574
