"Datum"	"Positief getest werkelijk"	"Opgenomen (geweest) in ziekenhuis"	"Overleden"	"Opgenomen (geweest) op IC"	"Op dit moment op IC"
2020-02-27	0	61	0	715	13
2020-02-28	0	126	0	770	14
2020-02-29	0	191	0	825	15
2020-03-01	0	263	0	935	17
2020-03-02	0	346	0	935	16
2020-03-03	0	436	0	1045	18
2020-03-04	0	538	0	1210	21
2020-03-05	0	649	0	1320	21
2020-03-06	0	778	0	1540	24
2020-03-07	0	915	0	1705	26
2020-03-08	0	1071	0	1980	32
2020-03-09	0	1252	0	2365	37
2020-03-10	0	1456	0	2915	45
2020-03-11	0	1696	0	3410	52
2020-03-12	0	1979	0	4675	72
2020-03-13	0	2331	0	5390	82
2020-03-14	0	2722	0	6545	101
2020-03-15	0	3161	0	8085	123
2020-03-16	0	3733	0	9900	153
2020-03-17	0	4389	0	11825	182
2020-03-18	0	5173	0	14905	233
2020-03-19	0	6166	0	18590	293
2020-03-20	0	7331	0	23210	365
2020-03-21	0	8576	0	27775	435
2020-03-22	0	9922	0	31900	486
2020-03-23	0	11596	0	37345	575
2020-03-24	0	13522	0	43450	654
2020-03-25	0	15665	0	50105	754
2020-03-26	0	18006	0	56320	840
2020-03-27	0	20606	0	62755	923
2020-03-28	0	23145	0	68475	987
2020-03-29	0	25637	0	73535	1038
2020-03-30	0	28275	0	80630	1122
2020-03-31	0	30841	0	86735	1187
2020-04-01	0	33309	0	90970	1205
2020-04-02	0	35755	0	96360	1250
2020-04-03	0	38207	0	100595	1277
2020-04-04	0	40448	0	104225	1282
2020-04-05	0	42639	0	108405	1306
2020-04-06	0	44950	0	111760	1313
2020-04-07	0	47121	0	115060	1315
2020-04-08	0	49152	0	118250	1286
2020-04-09	0	51008	0	121110	1283
2020-04-10	0	52775	0	123860	1290
2020-04-11	0	54355	0	125510	1260
2020-04-12	0	55879	0	127380	1241
2020-04-13	0	57394	0	129855	1225
2020-04-14	0	58923	0	131945	1203
2020-04-15	0	60366	0	133320	1178
2020-04-16	0	61698	0	134970	1144
2020-04-17	0	62988	0	136400	1113
2020-04-18	0	64138	0	137445	1068
2020-04-19	0	65260	0	138545	1037
2020-04-20	0	66421	0	140030	1016
2020-04-21	0	67536	0	141295	981
2020-04-22	0	68571	0	142120	923
2020-04-23	0	69565	0	143000	882
2020-04-24	0	70503	0	144045	864
2020-04-25	0	71312	0	144815	833
2020-04-26	0	72091	0	145530	806
2020-04-27	0	72854	0	146300	785
2020-04-28	0	73633	0	147125	764
2020-04-29	0	74354	0	147785	736
2020-04-30	0	75051	0	148775	712
2020-05-01	0	75694	0	149270	678
2020-05-02	0	76254	0	149765	639
2020-05-03	0	76798	0	150370	626
2020-05-04	0	77390	0	151030	615
2020-05-05	0	77915	0	151195	574
2020-05-06	0	78455	0	151580	548
2020-05-07	0	78969	0	152130	527
2020-05-08	0	79482	0	152515	495
2020-05-09	0	79947	0	152790	473
2020-05-10	0	80394	0	153010	455
2020-05-11	0	80870	0	153450	449
2020-05-12	0	81317	0	153560	407
2020-05-13	0	81738	0	153780	391
2020-05-14	0	82126	0	154275	365
2020-05-15	0	82493	0	154440	348
2020-05-16	0	82817	0	154880	333
2020-05-17	0	83155	0	155100	327
2020-05-18	0	83525	0	155320	322
2020-05-19	0	83871	0	155375	288
2020-05-20	0	84203	0	155485	278
2020-05-21	0	84501	0	155595	257
2020-05-22	0	84829	0	155815	246
2020-05-23	0	85121	0	156035	231
2020-05-24	0	85405	0	156420	230
2020-05-25	0	85724	0	156475	220
2020-05-26	0	86037	0	156695	197
2020-05-27	0	86320	0	156915	183
2020-05-28	0	86582	0	156970	175
2020-05-29	0	86846	0	157135	165
2020-05-30	0	87093	0	157300	156
2020-05-31	0	87335	0	157465	158
2020-06-01	0	87581	0	157740	156
2020-06-02	0	87849	0	157795	151
2020-06-03	0	88108	0	158070	137
2020-06-04	0	88352	0	158400	135
2020-06-05	0	88579	0	158565	132
2020-06-06	0	88773	0	158675	130
2020-06-07	0	88967	0	158840	129
2020-06-08	0	89161	0	158840	127
2020-06-09	0	89335	0	158950	120
2020-06-10	0	89493	0	159060	117
2020-06-11	0	89655	0	159115	113
2020-06-12	0	89808	0	159280	110
2020-06-13	0	89942	0	159390	108
2020-06-14	0	90075	0	159390	107
2020-06-15	0	90211	0	159445	106
2020-06-16	0	90347	0	159555	97
2020-06-17	0	90475	0	159555	88
2020-06-18	0	90604	0	159610	81
2020-06-19	0	90729	0	159610	74
2020-06-20	0	90835	0	159720	74
2020-06-21	0	90942	0	159720	70
2020-06-22	0	91052	0	159885	72
2020-06-23	0	91163	0	159940	65
2020-06-24	0	91273	0	159995	61
2020-06-25	0	91390	0	159995	59
2020-06-26	0	91503	0	159995	53
2020-06-27	0	91595	0	159995	49
2020-06-28	0	91691	0	159995	45
2020-06-29	0	91796	0	159995	45
2020-06-30	0	91887	0	160105	45
2020-07-01	0	91976	0	160105	41
2020-07-02	0	92058	0	160270	43
2020-07-03	0	92140	0	160270	40
2020-07-04	0	92212	0	160325	41
2020-07-05	0	92287	0	160325	39
2020-07-06	0	92366	0	160325	38
2020-07-07	0	92447	0	160380	36
2020-07-08	0	92526	0	160490	33
2020-07-09	0	92605	0	160545	33
2020-07-10	0	92694	0	160600	34
2020-07-11	0	92775	0	160600	32
2020-07-12	0	92856	0	160655	33
2020-07-13	0	92944	0	160655	32
2020-07-14	0	93033	0	160655	29
2020-07-15	0	93115	0	160710	29
2020-07-16	0	93193	0	160765	28
2020-07-17	0	93269	0	160765	28
2020-07-18	0	93352	0	160765	27
2020-07-19	0	93438	0	160820	28
2020-07-20	0	93527	0	160875	28
2020-07-21	0	93615	0	160985	28
2020-07-22	0	93692	0	161040	28
2020-07-23	0	93776	0	161095	26
2020-07-24	0	93858	0	161150	25
2020-07-25	0	93943	0	161205	22
2020-07-26	0	94030	0	161370	23
2020-07-27	0	94125	0	161535	26
2020-07-28	0	94223	0	161535	26
2020-07-29	0	94312	0	161535	25
2020-07-30	0	94405	0	161700	27
2020-07-31	0	94502	0	161920	30
2020-08-01	0	94600	0	162030	31
2020-08-02	0	94708	0	162140	32
2020-08-03	0	94826	0	162305	35
2020-08-04	0	94937	0	162470	37
2020-08-05	0	95043	0	162580	36
2020-08-06	0	95148	0	162745	39
2020-08-07	0	95260	0	162800	39
2020-08-08	0	95379	0	162855	40
2020-08-09	0	95511	0	163185	45
2020-08-10	0	95653	0	163405	43
2020-08-11	0	95814	0	163570	45
2020-08-12	0	95977	0	163790	45
2020-08-13	0	96140	0	164010	43
2020-08-14	0	96298	0	164340	48
2020-08-15	0	96452	0	164395	46
2020-08-16	0	96615	0	164615	47
2020-08-17	0	96795	0	165055	55
2020-08-18	0	96970	0	165165	51
2020-08-19	0	97148	0	165330	50
2020-08-20	0	97335	0	165660	52
2020-08-21	0	97516	0	165935	55
2020-08-22	0	97677	0	165935	51
2020-08-23	0	97839	0	166210	53
2020-08-24	0	98005	0	166320	53
2020-08-25	0	98178	0	166485	48
2020-08-26	0	98341	0	166485	46
2020-08-27	0	98489	0	166595	45
2020-08-28	0	98639	0	166705	43
2020-08-29	0	98772	0	166870	44
2020-08-30	0	98907	0	167035	49
2020-08-31	0	99053	0	167090	48
2020-09-01	0	99198	0	167200	44
2020-09-02	0	99349	0	167310	43
2020-09-03	0	99495	0	167475	44
2020-09-04	0	99648	0	167695	48
2020-09-05	0	99801	0	167750	44
2020-09-06	0	99972	0	167970	48
2020-09-07	0	100164	0	168135	49
2020-09-08	0	100370	0	168300	48
2020-09-09	0	100596	0	168520	49
2020-09-10	0	100816	0	168795	52
2020-09-11	0	101056	0	169125	57
2020-09-12	0	101293	0	169455	61
2020-09-13	0	101543	0	169675	63
2020-09-14	0	101834	0	170280	74
2020-09-15	0	102133	0	170500	74
2020-09-16	0	102459	0	170555	69
2020-09-17	0	102803	0	170830	70
2020-09-18	0	103185	0	171215	73
2020-09-19	0	103585	0	171985	86
2020-09-20	0	104005	0	172700	97
2020-09-21	0	104477	0	173415	106
2020-09-22	0	104979	0	174020	113
2020-09-23	0	105524	0	174735	122
2020-09-24	0	106118	0	175340	129
2020-09-25	0	106740	0	176330	143
2020-09-26	0	107357	0	177045	148
2020-09-27	0	108007	0	178035	159
2020-09-28	0	108712	0	178860	166
2020-09-29	0	109454	0	180125	176
2020-09-30	0	110213	0	180950	177
2020-10-01	0	111000	0	181665	181
2020-10-02	0	111809	0	182435	181
2020-10-03	0	112640	0	183480	191
2020-10-04	0	113511	0	184635	202
2020-10-05	0	114487	0	186175	217
2020-10-06	0	115508	0	188045	239
2020-10-07	0	116552	0	189695	252
2020-10-08	0	117624	0	190905	258
2020-10-09	0	118772	0	192445	274
2020-10-10	0	119902	0	193930	273
2020-10-11	0	121090	0	194975	279
2020-10-12	0	122425	0	197230	302
2020-10-13	0	123857	0	199210	321
2020-10-14	0	125283	0	201135	341
2020-10-15	0	126736	0	203225	359
2020-10-16	0	128238	0	206250	396
2020-10-17	0	129731	0	207900	391
2020-10-18	0	131259	0	210155	414
2020-10-19	0	132939	0	213455	452
2020-10-20	0	134677	0	216205	478
2020-10-21	0	136449	0	218845	493
2020-10-22	0	138293	0	221210	506
2020-10-23	0	140218	0	224125	520
2020-10-24	0	142075	0	226160	524
2020-10-25	0	144004	0	228745	540
2020-10-26	0	146093	0	232045	567
