date time;hits
2022-09-19T11:47:22;15330
2022-09-19T15:55:23;15339
2022-09-19T17:47:15;15353
2022-09-19T23:47:15;15397
2022-09-20T11:47:21;15484
2022-09-20T15:55:23;15517
2022-09-20T17:47:10;15528
2022-09-20T23:47:17;15529
2022-09-21T11:47:17;15530
2022-09-21T15:54:57;15544
2022-09-21T17:47:10;15545
2022-09-21T23:47:06;15597
2022-09-22T11:47:15;15613
2022-09-22T15:55:23;15633
2022-09-22T17:47:13;15636
2022-09-22T23:47:35;15662
2022-09-23T11:47:19;15724
2022-09-23T15:55:07;15725
2022-09-23T17:47:17;15726
2022-09-23T23:47:16;15727
2022-09-24T11:47:17;15729
2022-09-24T15:54:52;15730
2022-09-24T17:47:12;15733
2022-09-24T23:47:12;15735
2022-09-25T11:47:11;15736
2022-09-25T15:54:58;15737
2022-09-25T17:47:29;15738
2022-09-25T23:47:29;15739
2022-09-26T11:47:18;15742
2022-09-26T15:54:45;15743
2022-09-26T17:47:13;15745
2022-09-26T23:47:15;15746
2022-09-27T11:47:19;15747
2022-09-27T15:54:53;15750
2022-09-27T17:47:22;15753
2022-09-27T23:47:19;15760
2022-09-28T11:47:17;15761
2022-09-28T15:54:56;15762
2022-09-28T17:47:11;15763
2022-09-28T23:47:15;15764
2022-09-29T11:47:23;15766
2022-09-29T15:54:54;15771
2022-09-29T17:47:10;15772
2022-09-29T23:47:19;15781
2022-09-30T11:47:19;15787
2022-09-30T15:55:18;15795
2022-09-30T17:47:04;15798
2022-09-30T23:47:22;15799
2022-10-01T11:47:26;15808
2022-10-01T15:55:25;15809
2022-10-01T17:47:11;15810
2022-10-01T23:47:17;15812
