"Datum"	"Positief getest werkelijk"	"Opgenomen (geweest) in ziekenhuis"	"Overleden"	"Opgenomen (geweest) op IC"	"Op dit moment op IC"
2020-02-27	0	61	0	17745	13
2020-02-28	0	126	0	19110	14
2020-02-29	0	191	0	20475	15
2020-03-01	0	263	0	23205	17
2020-03-02	0	346	0	23205	16
2020-03-03	0	436	0	25935	18
2020-03-04	0	538	0	30030	21
2020-03-05	0	649	0	32760	21
2020-03-06	0	778	0	38220	24
2020-03-07	0	915	0	42315	26
2020-03-08	0	1071	0	49140	32
2020-03-09	0	1252	0	58695	37
2020-03-10	0	1456	0	72345	45
2020-03-11	0	1696	0	84630	52
2020-03-12	0	1979	0	116025	72
2020-03-13	0	2331	0	133770	82
2020-03-14	0	2722	0	162435	101
2020-03-15	0	3161	0	200655	123
2020-03-16	0	3733	0	245700	153
2020-03-17	0	4389	0	293475	182
2020-03-18	0	5173	0	369915	233
2020-03-19	0	6166	0	461370	293
2020-03-20	0	7331	0	576030	365
2020-03-21	0	8576	0	689325	435
2020-03-22	0	9922	0	791700	486
2020-03-23	0	11596	0	926835	575
2020-03-24	0	13522	0	1078350	654
2020-03-25	0	15665	0	1243515	754
2020-03-26	0	18006	0	1397760	840
2020-03-27	0	20606	0	1557465	923
2020-03-28	0	23145	0	1699425	987
2020-03-29	0	25637	0	1825005	1038
2020-03-30	0	28275	0	2001090	1122
2020-03-31	0	30841	0	2152605	1187
2020-04-01	0	33309	0	2257710	1205
2020-04-02	0	35755	0	2391480	1250
2020-04-03	0	38207	0	2496585	1277
2020-04-04	0	40448	0	2586675	1282
2020-04-05	0	42639	0	2690415	1306
2020-04-06	0	44950	0	2773680	1313
2020-04-07	0	47121	0	2855580	1315
2020-04-08	0	49152	0	2934750	1286
2020-04-09	0	51008	0	3005730	1283
2020-04-10	0	52775	0	3073980	1290
2020-04-11	0	54355	0	3114930	1260
2020-04-12	0	55879	0	3161340	1241
2020-04-13	0	57394	0	3222765	1225
2020-04-14	0	58923	0	3274635	1203
2020-04-15	0	60366	0	3308760	1178
2020-04-16	0	61698	0	3349710	1144
2020-04-17	0	62988	0	3385200	1113
2020-04-18	0	64138	0	3411135	1068
2020-04-19	0	65260	0	3438435	1037
2020-04-20	0	66421	0	3475290	1016
2020-04-21	0	67536	0	3506685	981
2020-04-22	0	68571	0	3527160	923
2020-04-23	0	69565	0	3549000	882
2020-04-24	0	70503	0	3574935	864
2020-04-25	0	71312	0	3594045	833
2020-04-26	0	72091	0	3611790	806
2020-04-27	0	72854	0	3630900	785
2020-04-28	0	73633	0	3651375	764
2020-04-29	0	74354	0	3667755	736
2020-04-30	0	75051	0	3692325	712
2020-05-01	0	75694	0	3704610	678
2020-05-02	0	76254	0	3716895	639
2020-05-03	0	76798	0	3731910	626
2020-05-04	0	77390	0	3748290	615
2020-05-05	0	77915	0	3752385	574
2020-05-06	0	78455	0	3761940	548
2020-05-07	0	78969	0	3775590	527
2020-05-08	0	79482	0	3785145	495
2020-05-09	0	79947	0	3791970	473
2020-05-10	0	80394	0	3797430	455
2020-05-11	0	80870	0	3808350	449
2020-05-12	0	81317	0	3811080	407
2020-05-13	0	81738	0	3816540	391
2020-05-14	0	82126	0	3828825	365
2020-05-15	0	82493	0	3832920	348
2020-05-16	0	82817	0	3843840	333
2020-05-17	0	83155	0	3849300	327
2020-05-18	0	83525	0	3854760	322
2020-05-19	0	83871	0	3856125	288
2020-05-20	0	84203	0	3858855	278
2020-05-21	0	84501	0	3861585	257
2020-05-22	0	84829	0	3867045	246
2020-05-23	0	85121	0	3872505	231
2020-05-24	0	85405	0	3882060	230
2020-05-25	0	85724	0	3883425	220
2020-05-26	0	86037	0	3888885	197
2020-05-27	0	86320	0	3894345	183
2020-05-28	0	86582	0	3895710	175
2020-05-29	0	86846	0	3899805	165
2020-05-30	0	87093	0	3903900	156
2020-05-31	0	87335	0	3907995	158
2020-06-01	0	87581	0	3914820	156
2020-06-02	0	87849	0	3916185	151
2020-06-03	0	88108	0	3923010	137
2020-06-04	0	88352	0	3931200	135
2020-06-05	0	88579	0	3935295	132
2020-06-06	0	88773	0	3938025	130
2020-06-07	0	88967	0	3942120	129
2020-06-08	0	89161	0	3942120	127
2020-06-09	0	89335	0	3944850	120
2020-06-10	0	89493	0	3947580	117
2020-06-11	0	89655	0	3948945	113
2020-06-12	0	89808	0	3953040	110
2020-06-13	0	89942	0	3955770	108
2020-06-14	0	90075	0	3955770	107
2020-06-15	0	90211	0	3957135	106
2020-06-16	0	90347	0	3959865	97
2020-06-17	0	90475	0	3959865	88
2020-06-18	0	90604	0	3961230	81
2020-06-19	0	90729	0	3961230	74
2020-06-20	0	90835	0	3963960	74
2020-06-21	0	90942	0	3963960	70
2020-06-22	0	91052	0	3968055	72
2020-06-23	0	91163	0	3969420	65
2020-06-24	0	91273	0	3970785	61
2020-06-25	0	91390	0	3970785	59
2020-06-26	0	91503	0	3970785	53
2020-06-27	0	91595	0	3970785	49
2020-06-28	0	91691	0	3970785	45
2020-06-29	0	91796	0	3970785	45
2020-06-30	0	91887	0	3973515	45
2020-07-01	0	91976	0	3973515	41
2020-07-02	0	92058	0	3977610	43
2020-07-03	0	92140	0	3977610	40
2020-07-04	0	92212	0	3978975	41
2020-07-05	0	92287	0	3978975	39
2020-07-06	0	92366	0	3978975	38
2020-07-07	0	92447	0	3980340	36
2020-07-08	0	92526	0	3983070	33
2020-07-09	0	92605	0	3984435	33
2020-07-10	0	92694	0	3985800	34
2020-07-11	0	92775	0	3985800	32
2020-07-12	0	92856	0	3987165	33
2020-07-13	0	92944	0	3987165	32
2020-07-14	0	93033	0	3987165	29
2020-07-15	0	93115	0	3988530	29
2020-07-16	0	93193	0	3989895	28
2020-07-17	0	93269	0	3989895	28
2020-07-18	0	93352	0	3989895	27
2020-07-19	0	93438	0	3991260	28
2020-07-20	0	93527	0	3992625	28
2020-07-21	0	93615	0	3995355	28
2020-07-22	0	93692	0	3996720	28
2020-07-23	0	93776	0	3998085	26
2020-07-24	0	93858	0	3999450	25
2020-07-25	0	93943	0	4000815	22
2020-07-26	0	94030	0	4004910	23
2020-07-27	0	94125	0	4009005	26
2020-07-28	0	94223	0	4009005	26
2020-07-29	0	94312	0	4009005	25
2020-07-30	0	94405	0	4013100	27
2020-07-31	0	94502	0	4018560	30
2020-08-01	0	94600	0	4021290	31
2020-08-02	0	94708	0	4024020	32
2020-08-03	0	94826	0	4028115	35
2020-08-04	0	94937	0	4032210	37
2020-08-05	0	95043	0	4034940	36
2020-08-06	0	95148	0	4039035	39
2020-08-07	0	95260	0	4040400	39
2020-08-08	0	95379	0	4041765	40
2020-08-09	0	95511	0	4049955	45
2020-08-10	0	95653	0	4055415	43
2020-08-11	0	95814	0	4059510	45
2020-08-12	0	95977	0	4064970	45
2020-08-13	0	96140	0	4070430	43
2020-08-14	0	96298	0	4078620	48
2020-08-15	0	96452	0	4079985	46
2020-08-16	0	96615	0	4085445	47
2020-08-17	0	96795	0	4096365	55
2020-08-18	0	96970	0	4099095	51
2020-08-19	0	97148	0	4103190	50
2020-08-20	0	97335	0	4111380	52
2020-08-21	0	97516	0	4118205	55
2020-08-22	0	97677	0	4118205	51
2020-08-23	0	97839	0	4125030	53
2020-08-24	0	98005	0	4127760	53
2020-08-25	0	98178	0	4131855	48
2020-08-26	0	98341	0	4131855	46
2020-08-27	0	98489	0	4134585	45
2020-08-28	0	98639	0	4137315	43
2020-08-29	0	98772	0	4141410	44
2020-08-30	0	98907	0	4145505	49
2020-08-31	0	99053	0	4146870	48
2020-09-01	0	99198	0	4149600	44
2020-09-02	0	99349	0	4152330	43
2020-09-03	0	99495	0	4156425	44
2020-09-04	0	99648	0	4161885	48
2020-09-05	0	99801	0	4163250	44
2020-09-06	0	99972	0	4168710	48
2020-09-07	0	100164	0	4172805	49
2020-09-08	0	100370	0	4176900	48
2020-09-09	0	100596	0	4182360	49
2020-09-10	0	100816	0	4189185	52
2020-09-11	0	101056	0	4197375	57
2020-09-12	0	101293	0	4205565	61
2020-09-13	0	101543	0	4211025	63
2020-09-14	0	101834	0	4226040	74
2020-09-15	0	102133	0	4231500	74
2020-09-16	0	102459	0	4232865	69
2020-09-17	0	102803	0	4239690	70
2020-09-18	0	103185	0	4249245	73
2020-09-19	0	103585	0	4268355	86
2020-09-20	0	104005	0	4286100	97
2020-09-21	0	104477	0	4303845	106
2020-09-22	0	104979	0	4318860	113
2020-09-23	0	105524	0	4336605	122
2020-09-24	0	106118	0	4351620	129
2020-09-25	0	106740	0	4376190	143
2020-09-26	0	107357	0	4393935	148
2020-09-27	0	108007	0	4418505	159
2020-09-28	0	108712	0	4438980	166
2020-09-29	0	109454	0	4470375	176
2020-09-30	0	110213	0	4490850	177
2020-10-01	0	111000	0	4508595	181
2020-10-02	0	111809	0	4527705	181
2020-10-03	0	112640	0	4553640	191
2020-10-04	0	113511	0	4582305	202
2020-10-05	0	114487	0	4620525	217
2020-10-06	0	115508	0	4666935	239
2020-10-07	0	116552	0	4707885	252
2020-10-08	0	117624	0	4737915	258
2020-10-09	0	118772	0	4776135	274
2020-10-10	0	119902	0	4812990	273
