"Datum"	"Positief getest werkelijk"	"Opgenomen (geweest) in ziekenhuis"	"Overleden"	"Opgenomen (geweest) op IC"	"Op dit moment op IC"
2020-01-13	6300201	965004	4197	0	None
2020-01-14	6300201	965004	4197	0	None
2020-01-15	6300201	965004	4197	0	None
2020-01-16	6300201	965004	4197	0	None
2020-01-17	6300201	965004	4197	0	None
2020-01-18	6300201	965004	4197	0	None
2020-01-19	6300201	965004	4197	0	None
2020-01-20	6300201	965004	4197	0	None
2020-01-21	6300201	965004	4197	0	None
2020-01-22	6300201	965004	4197	0	None
2020-01-23	6300201	965004	4197	0	None
2020-01-24	6300201	965004	4197	0	None
2020-01-25	6300201	965004	4197	0	None
2020-01-26	6300201	965004	4197	0	None
2020-01-27	6300201	965004	4197	0	None
2020-01-28	6300201	965004	4197	0	None
2020-01-29	6300201	965004	4197	0	None
2020-01-30	6300201	965004	4197	0	None
2020-01-31	6300201	965004	4197	0	None
2020-02-01	6300201	965004	4197	0	None
2020-02-02	6300201	965004	4197	0	None
2020-02-03	6300201	965004	4197	0	None
2020-02-04	6300201	965004	4197	0	None
2020-02-05	6300201	965004	4197	0	None
2020-02-06	6300201	965004	4197	0	None
2020-02-07	6300201	965004	4197	0	None
2020-02-08	6300201	965004	4197	0	None
2020-02-09	6300201	965004	4197	0	None
2020-02-10	6300201	965004	4197	0	None
2020-02-11	6300201	965004	4197	0	None
2020-02-12	6300201	965004	4197	0	None
2020-02-13	6300201	965004	4197	0	None
2020-02-14	6300201	965004	4197	0	None
2020-02-15	6300201	965004	4197	0	None
2020-02-16	6300201	965004	4197	0	None
2020-02-17	6300201	965004	4197	0	None
2020-02-18	6300201	965004	4197	0	None
2020-02-19	6300201	965004	4197	0	None
2020-02-20	6300201	965004	4197	0	None
2020-02-21	6300201	965004	4197	0	None
2020-02-22	6300201	965004	4197	0	None
2020-02-23	6300201	965004	4197	0	None
2020-02-24	6300201	965004	4197	0	None
2020-02-25	6300201	965004	4197	0	None
2020-02-26	6300201	965004	4197	0	None
2020-02-27	6300201	421740	4197	13	13
2020-02-28	6300201	421805	4197	14	14
2020-02-29	6300201	421870	4197	15	15
2020-03-01	6300201	421942	4197	17	17
2020-03-02	6300201	422025	4197	17	16
2020-03-03	6300201	422115	4197	19	18
2020-03-04	6300201	422217	4197	22	21
2020-03-05	6300201	422328	4197	24	21
2020-03-06	6300201	422457	4197	28	24
2020-03-07	6300201	422594	4197	31	26
2020-03-08	6300201	422750	4197	36	32
2020-03-09	6300201	422931	4197	44	38
2020-03-10	6300201	423135	4197	55	47
2020-03-11	6300201	423375	4197	64	54
2020-03-12	6300201	423658	4197	87	74
2020-03-13	6300201	424010	4197	100	84
2020-03-14	6300201	424401	4197	121	103
2020-03-15	6300201	424840	4197	150	126
2020-03-16	6300201	425412	4197	183	156
2020-03-17	6300201	426068	4197	218	184
2020-03-18	6300201	426852	4197	274	235
2020-03-19	6300201	427845	4197	342	295
2020-03-20	6300201	429011	4197	425	366
2020-03-21	6300201	430256	4197	509	436
2020-03-22	6300201	431603	4197	584	487
2020-03-23	6300201	433277	4197	685	578
2020-03-24	6300201	435204	4197	797	657
2020-03-25	6300201	437349	4197	918	757
2020-03-26	6300201	439691	4197	1033	844
2020-03-27	6300201	442293	4197	1150	928
2020-03-28	6300201	444834	4197	1254	992
2020-03-29	6300201	447328	4197	1347	1041
2020-03-30	6300201	449968	4197	1476	1125
2020-03-31	6300201	452535	4197	1588	1191
2020-04-01	6300201	455006	4197	1664	1207
2020-04-02	6300201	457454	4197	1762	1250
2020-04-03	6300201	459908	4197	1839	1277
2020-04-04	6300201	462151	4197	1906	1283
2020-04-05	6300201	464345	4197	1985	1310
2020-04-06	6300201	466659	4197	2047	1317
2020-04-07	6300201	468832	4197	2109	1319
2020-04-08	6300201	470866	4197	2167	1288
2020-04-09	6300201	472724	4197	2220	1285
2020-04-10	6300201	474493	4197	2271	1293
2020-04-11	6300201	476075	4197	2301	1261
2020-04-12	6300201	477601	4197	2335	1242
2020-04-13	6300201	479119	4197	2380	1227
2020-04-14	6300201	480649	4197	2417	1204
2020-04-15	6300201	482092	4197	2442	1179
2020-04-16	6300201	483425	4197	2472	1146
2020-04-17	6300201	484716	4197	2498	1114
2020-04-18	6300201	485866	4197	2517	1069
2020-04-19	6300201	486991	4197	2537	1039
2020-04-20	6300201	488154	4197	2564	1018
2020-04-21	6300201	489270	4197	2587	982
2020-04-22	6300201	490306	4197	2602	924
2020-04-23	6300201	491300	4197	2618	883
2020-04-24	6300201	492237	4197	2637	865
2020-04-25	6300201	493045	4197	2651	834
2020-04-26	6300201	493824	4197	2664	806
2020-04-27	6300201	494588	4197	2678	785
2020-04-28	6300201	495369	4197	2694	764
2020-04-29	6300201	496091	4197	2706	736
2020-04-30	6300201	496788	4197	2725	713
2020-05-01	6300201	497431	4197	2734	678
2020-05-02	6300201	497991	4197	2745	641
2020-05-03	6300201	498535	4197	2756	627
2020-05-04	6300201	499128	4197	2768	617
2020-05-05	6300201	499654	4197	2771	575
2020-05-06	6300201	500194	4197	2778	549
2020-05-07	6300201	500708	4197	2788	527
2020-05-08	6300201	501221	4197	2796	496
2020-05-09	6300201	501686	4197	2801	474
2020-05-10	6300201	502133	4197	2805	455
2020-05-11	6300201	502609	4197	2813	449
2020-05-12	6300201	503056	4197	2815	407
2020-05-13	6300201	503478	4197	2819	391
2020-05-14	6300201	503866	4197	2828	365
2020-05-15	6300201	504233	4197	2832	349
2020-05-16	6300201	504557	4197	2840	334
2020-05-17	6300201	504895	4197	2844	327
2020-05-18	6300201	505265	4197	2848	322
2020-05-19	6300201	505611	4197	2850	289
2020-05-20	6300201	505943	4197	2852	278
2020-05-21	6300201	506241	4197	2854	257
2020-05-22	6300201	506569	4197	2858	246
2020-05-23	6300201	506861	4197	2862	231
2020-05-24	6300201	507145	4197	2869	230
2020-05-25	6300201	507464	4197	2870	220
2020-05-26	6300201	507777	4197	2874	197
2020-05-27	6300201	508060	4197	2878	183
2020-05-28	6300201	508322	4197	2879	175
2020-05-29	6300201	508586	4197	2882	165
2020-05-30	6300201	508833	4197	2885	156
2020-05-31	6300201	509075	4197	2888	158
2020-06-01	6300201	509321	4197	2893	156
2020-06-02	6300201	509589	4197	2894	151
2020-06-03	6300201	509849	4197	2899	137
2020-06-04	6300201	510094	4197	2905	135
2020-06-05	6300201	510322	4197	2908	132
2020-06-06	6300201	510516	4197	2910	130
2020-06-07	6300201	510710	4197	2913	129
2020-06-08	6300201	510904	4197	2913	127
2020-06-09	6300201	511078	4197	2915	120
2020-06-10	6300201	511236	4197	2917	117
2020-06-11	6300201	511398	4197	2918	113
2020-06-12	6300201	511551	4197	2921	110
2020-06-13	6300201	511685	4197	2923	108
2020-06-14	6300201	511818	4197	2923	107
2020-06-15	6300201	511954	4197	2924	106
2020-06-16	6300201	512090	4197	2926	97
2020-06-17	6300201	512218	4197	2926	88
2020-06-18	6300201	512347	4197	2927	81
2020-06-19	6300201	512472	4197	2927	74
2020-06-20	6300201	512578	4197	2929	74
2020-06-21	6300201	512685	4197	2929	70
2020-06-22	6300201	512795	4197	2932	72
2020-06-23	6300201	512906	4197	2933	65
2020-06-24	6300201	513016	4197	2934	61
2020-06-25	6300201	513133	4197	2935	60
2020-06-26	6300201	513246	4197	2935	54
2020-06-27	6300201	513338	4197	2935	49
2020-06-28	6300201	513434	4197	2935	45
2020-06-29	6300201	513539	4197	2935	45
2020-06-30	6300201	513630	4197	2937	45
2020-07-01	6300201	513719	4197	2937	41
2020-07-02	6300201	513801	4197	2940	43
2020-07-03	6300201	513883	4197	2940	40
2020-07-04	6300201	513955	4197	2941	41
2020-07-05	6300201	514030	4197	2941	39
2020-07-06	6300201	514109	4197	2941	38
2020-07-07	6300201	514190	4197	2942	36
2020-07-08	6300201	514269	4197	2944	33
2020-07-09	6300201	514348	4197	2945	33
2020-07-10	6300201	514437	4197	2946	34
2020-07-11	6300201	514518	4197	2946	32
2020-07-12	6300201	514599	4197	2947	33
2020-07-13	6300201	514687	4197	2947	32
2020-07-14	6300201	514776	4197	2947	29
2020-07-15	6300201	514858	4197	2948	29
2020-07-16	6300201	514936	4197	2949	28
2020-07-17	6300201	515012	4197	2949	28
2020-07-18	6300201	515095	4197	2949	27
2020-07-19	6300201	515181	4197	2950	28
2020-07-20	6300201	515270	4197	2951	28
2020-07-21	6300201	515359	4197	2954	30
2020-07-22	6300201	515437	4197	2955	30
2020-07-23	6300201	515522	4197	2956	27
2020-07-24	6300201	515604	4197	2957	25
2020-07-25	6300201	515689	4197	2958	22
2020-07-26	6300201	515776	4197	2961	23
2020-07-27	6300201	515871	4197	2964	26
2020-07-28	6300201	515969	4197	2964	26
2020-07-29	6300201	516058	4197	2964	25
2020-07-30	6300201	516151	4197	2967	27
2020-07-31	6300201	516248	4197	2971	30
2020-08-01	6300201	516346	4197	2973	31
2020-08-02	6300201	516454	4197	2975	32
2020-08-03	6300201	516572	4197	2978	35
2020-08-04	6300201	516683	4197	2981	37
2020-08-05	6300201	516789	4197	2983	36
2020-08-06	6300201	516894	4197	2986	39
2020-08-07	6300201	517006	4197	2987	39
2020-08-08	6300201	517125	4197	2988	40
2020-08-09	6300201	517257	4197	2994	45
2020-08-10	6300201	517399	4197	2997	43
2020-08-11	6300201	517561	4197	3000	46
2020-08-12	6300201	517726	4197	3004	46
2020-08-13	6300201	517890	4197	3008	43
2020-08-14	6300201	518049	4197	3014	48
2020-08-15	6300201	518204	4197	3015	46
2020-08-16	6300201	518367	4197	3019	47
2020-08-17	6300201	518547	4197	3027	55
2020-08-18	6300201	518722	4197	3029	51
2020-08-19	6300201	518900	4197	3032	50
2020-08-20	6300201	519087	4197	3038	52
2020-08-21	6300201	519268	4197	3043	55
2020-08-22	6300201	519429	4197	3043	51
2020-08-23	6300201	519591	4197	3048	53
2020-08-24	6300201	519757	4197	3050	53
2020-08-25	6300201	519929	4197	3053	48
2020-08-26	6300201	520091	4197	3053	46
2020-08-27	6300201	520238	4197	3056	46
2020-08-28	6300201	520387	4197	3058	44
2020-08-29	6300201	520519	4197	3061	44
2020-08-30	6300201	520653	4197	3064	49
2020-08-31	6300201	520798	4197	3065	48
2020-09-01	6300201	520942	4197	3067	44
2020-09-02	6300201	521092	4197	3069	43
2020-09-03	6300201	521237	4197	3072	44
2020-09-04	6300201	521389	4197	3076	48
2020-09-05	6300201	521541	4197	3077	44
2020-09-06	6300201	521711	4197	3081	48
2020-09-07	6300201	521902	4197	3084	49
2020-09-08	6300201	522107	4197	3087	48
2020-09-09	6300201	522332	4197	3091	49
2020-09-10	6300201	522551	4197	3096	52
2020-09-11	6300201	522790	4197	3102	57
2020-09-12	6300201	523026	4197	3108	60
2020-09-13	6300201	523275	4197	3112	62
2020-09-14	6300201	523565	4197	3123	73
2020-09-15	6300201	523863	4197	3127	73
2020-09-16	6300201	524188	4197	3128	68
2020-09-17	6300201	524532	4197	3132	68
2020-09-18	6300201	524914	4197	3139	72
